officename,pincode
Dholi PDC,363320
Rajcharadi PDC,363320
Fulgram PDC,363435
Doliya PDC,363430
Juna Jasapar PDC,363430
Ghaghretiya PDC,363427
Natvargadh PDC,363427
Varsani PDC,363427
Nana Matra PDC,363440
Samadhiyala PDC,363440
Timba PDC,363030
Dhama PDC,363755
Hadgood PDC,388110
Navakhal PDC,388510
Jol PDC,388315
Chamara PDC,388520
Kathol PDC,388530
Bharodi PDC,388260
Koydam PDC,388260
Limbarwada PDC,388260
Rasulpur PDC,388260
Ratankuva PDC,388260
Salaiya PDC,388260
Bhatpur PDC,388260
Agas PDC,388130
Ashi PDC,388130
Ajupura PDC,388225
Bhavan  S College PDC,388225
Vanoti PDC,388225
Rania PDC,388230
Bhetasi PDC,388307
Kahanvadi PDC,388307
Mujkuva PDC,388307
Rasnol PDC,388335
Tranol PDC,388335
Padal PDC,388235
Meghva PDC,388345
Singlav PDC,388560
Handia PDC,388265
Kambopa PDC,388265
Khanpur PDC,388365
Rustampura PDC,388245
Masra PDC,388215
Angadi PDC,388250
Dhundi PDC,388250
Golaj PDC,388250
Nanadara PDC,388250
Rasulpur PDC,388250
Sandheli PDC,388250
Khankhanpur PDC,388220
Pandvania PDC,388220
Othwad PDC,388255
Saliawadi PDC,388255
Vaddala PDC,388255
Borkhal PDC,394710
Galkund PDC,394710
Jakhana PDC,394710
Mahalpada PDC,394710
Nakatia Hanvant PDC,394710
Agasvan PDC,394651
Lotarva PDC,394690
Vadadla Tanti PDC,394317
Vareli PDC,394140
Bahedaraipura PDC,394630
Dadaria PDC,394630
Gheriavav PDC,394630
Umarkui PDC,394630
Jolwa PDC,394305
Pathakwadi PDC,394635
Dhajamba PDC,394670
Mirkot PDC,394670
Pipalkuva PDC,394670
Dhanturi PDC,394633
Haldharu PDC,394310
Soyani PDC,394310
Kharoli PDC,394163
Patal PDC,394163
Tuked PDC,394163
Bhamaiya PDC,394335
Vadhvania PDC,394335
Navagam PDC,394185
Dungra PDC,394180
Kholeshwar PDC,394180
Kolibharthana PDC,394180
Nansad PDC,394180
Chhindia PDC,394655
Karanjvel PDC,394655
Khurdi PDC,394655
Khutadia PDC,394655
Lakhali PDC,394655
Magarkui PDC,394655
Dhoranpardi PDC,394150
Moramba PDC,394380
Nimbhora PDC,394380
Sadgavan PDC,394380
Bedkuva PDC,394340
Kalamkui PDC,394340
Goddha PDC,394160
Jakhala PDC,394160
Jamankuva PDC,394160
Salaiya PDC,394160
Umrakh PDC,394345
Rumkitalav PDC,394370
Vyaval PDC,394370
Delad PDC,394330
Shampura PDC,394330
Italva PDC,394315
Kanav PDC,394315
Segupada PDC,394670
Goji PDC,394350
Chikhali Dungar PDC,394320
Pipaldahad PDC,394716
Algat PDC,394246
Kadhaiya PDC,394246
Rosvad PDC,394170
Antroli PDC,394170
Chhapti PDC,394375
Bhatwada PDC,394680
Antroli PDC,394325
Mankna PDC,394325
Hathuka PDC,394640
Dhamkhadi PDC,394248
Samba PDC,394248
Vaheval PDC,394248
Afva Isroli PDC,394620
Timbarva Sankri PDC,394355
Kosmadi PDC,394185
Khanpur PDC,394641
Chikhali Dangs PDC,394730
Sakarpatal PDC,394730
Samgahan PDC,394730
Ghadoi PDC,394246
Mota Bandharpada PDC,394652
Dhamodi PDC,394652
Kukdada PDC,393041
Nani Bedvan PDC,393041
Pursa PDC,392110
Bhadkodra PDC,393002
Avadar PDC,393001
Diwa PDC,393001
Kapalsadi PDC,393001
Kharchi PDC,393001
Kosamdi PDC,393001
Selod PDC,393001
Sengpore PDC,393001
Vataria PDC,393001
Oz PDC,393105
Luvara PDC,392130
Kothi PDC,392020
Mahudhala PDC,392020
Pipalia PDC,392020
Dumkhal PDC,393040
Piplod PDC,393040
Indravarna PDC,393151
Malanpur PDC,393030
Shera PDC,393030
Vamleshwar PDC,393030
Dhamrad PDC,394810
Sunevkalla PDC,394810
Amanpur PDC,392150
Bojadra PDC,392150
Tundaj PDC,392150
Uber PDC,392150
Dadheda PDC,393110
Vasna PDC,393110
Manubar PDC,392160
Kangam PDC,392170
Orpa PDC,393151
Vagharali PDC,393151
Zariawadi PDC,393151
Chhidra PDC,392155
Kaliari PDC,392155
Tankari PDC,393150
Bhersam PDC,392020
Hinglot PDC,392160
Vora Samni PDC,392020
Karjan PDC,392210
Kuvadar PDC,392210
Babda PDC,393130
Bilothi PDC,393130
Kambodia PDC,393130
Zak PDC,393130
Pipalia PDC,392165
Haldarva PDC,392220
Godadra PDC,394115
Ravidra PDC,394115
Dholar PDC,393140
Gamkuva PDC,393140
Navapura PDC,393140
Timbi PDC,393140
Vaghetha PDC,393140
Virpore PDC,393140
Jarsad PDC,393115
Simadhra PDC,393115
Umadhara PDC,393115
Vanakpore PDC,393115
Bhadam PDC,393145
Dhanpore PDC,393145
Samaria PDC,393145
Khopi PDC,393050
Dhanturia PDC,393020
Matied PDC,393020
Nangal PDC,393020
Pungam PDC,393020
Sakkarpore PDC,393020
Padaria PDC,392025
Kobla PDC,392035
Samoj PDC,392180
Rajnivad PDC,393025
Kahan PDC,392240
Jamboi PDC,393120
Raisingpura PDC,393120
Keshvan PDC,392140
Ora PDC,392140
Roza Tankaria PDC,392140
Saykha PDC,392140
Bhilod PDC,393135
Chikhli PDC,393135
Kamalia PDC,393135
Sevad PDC,393135
Sodgam PDC,393135
Kaprupur PDC,387305
Sandesar PDC,387610
Vaghjipur PDC,387610
Mahij PDC,387120
Samadra PDC,387120
Alwa PDC,387620
Ambaliara PDC,387620
Antisar PDC,387620
Bhutia PDC,387620
Dudhathal PDC,387620
Vishnupura PDC,387620
Sarali PDC,387630
Fagvel PDC,387640
Ghodali PDC,387130
Nenpur PDC,387130
Parsantaj PDC,387130
Vasna PDC,387340
Dadusar PDC,387335
Sastapur PDC,387335
Torania PDC,387335
Vansoli PDC,387335
Koshial PDC,387530
Mahelaj PDC,387530
Nadhanpur PDC,387530
Traj PDC,387530
Kanera PDC,387540
Khumarwad PDC,387570
Aklacha PDC,387430
Rinchhol PDC,387430
Bhadkad PDC,387380
Dethli PDC,387210
Vadadla PDC,388430
Dugari PDC,388625
Galiana PDC,388625
Golana PDC,388625
Dali PDC,388550
Kalu PDC,388550
Nagra PDC,388620
Sodpur PDC,387330
Bamroli PDC,387345
Dantali PDC,388450
Dumral PDC,387355
Marida PDC,387360
Mobha PDC,388170
Untvada PDC,388170
Golel PDC,388480
Khanpur PDC,388180
Sinjivada PDC,388180
Varsada PDC,388180
Vastana PDC,388180
Jalundh PDC,388640
Khatnal PDC,388640
Bamanva PDC,388580
Banejada PDC,388580
Undach Vania Falia PDC,396325
Amadhara PDC,396521
Ghej PDC,396521
Samroli PDC,396521
Nandhai PDC,396040
Vav PDC,396040
Tankal PDC,396560
Vanzana PDC,396560
Kantasvel PDC,396560
Dholumber PDC,396560
Lakhawadi PDC,396560
Dholumber Chikhli PDC,396060
Ghodavani PDC,396060
Pipalkhed PDC,396060
Bartad PDC,396590
Dharampuri PDC,396590
Boriachh PDC,396580
Kavdej PDC,396580
Navanagar PDC,396580
Ranifalia PDC,396580
Umarkui PDC,396580
Upsal PDC,396580
Moti Karod PDC,396406
Kalvach PDC,396409
Bhatha PDC,396310
Devdha PDC,396310
Kalamtha PDC,396310
Machhia Vasan Falia PDC,396310
Movasa Falia PDC,396310
Onjal Machhivad PDC,396412
Chokhad PDC,396415
Kalakachha PDC,396415
Eru PDC,396450
Duwada PDC,396360
Torangam PDC,396360
Pera PDC,396418
Supakurel PDC,396418
Bhattai PDC,396427
Moldhara PDC,396427
Viraval PDC,396427
Ashtagam PDC,396433
Endhal PDC,396430
Minkachh PDC,396430
Chhinam PDC,396436
Dipla Falia PDC,396436
Ponsra PDC,396436
Avda Falia PDC,396439
Chijgam PDC,396460
Kanera PDC,396460
Mahudi PDC,396466
Khergam Ugat PDC,396469
Dambher PDC,396472
Chenpur PDC,389380
Chorbaria PDC,389380
Devirampura PDC,389380
Gundi PDC,389380
Moti Khajuri PDC,389380
Ruvabari PDC,389380
Dudhamali PDC,389382
Kanjeta PDC,389382
Nalu PDC,389382
Nana Rajanpur PDC,389250
Nava Vadia PDC,389146
Bhichor PDC,389172
Moti Nan Dukan PDC,389172
Nes Molara PDC,389172
Pratapgadh Khedapa PDC,389172
Salara PDC,389172
Dharadungar PDC,389160
Naghrala PDC,389160
Chosala PDC,389160
Uchvania PDC,389160
Bhe PDC,389155
Bhutaradi PDC,389155
Patia PDC,389155
Simlia Buzarg PDC,389155
Bavka PDC,389152
Nandhelav PDC,389152
Pandadi PDC,389152
Chitrodia PDC,389170
Kalijini Saraswani PDC,389170
Vagela PDC,389170
Amthani PDC,389250
Dhingalwada PDC,389250
Godhar North PDC,389250
Sarsadi PDC,389250
Vankiya PDC,389154
Bilwani PDC,389180
Malvasi PDC,389180
Varod PDC,389180
Bandibar PDC,389140
Dabhada PDC,389140
Khirkhai PDC,389140
Pania PDC,389140
Kajali PDC,389265
Ladpur PDC,389265
Gadia PDC,389110
Suliyat PDC,389110
Moti Zari PDC,389130
Rama PDC,389130
Bhanpur PDC,389175
Motikayar PDC,389260
Bhojela PDC,389190
Javesi PDC,389190
Margala PDC,389190
Khadodi PDC,389232
Malav PDC,389310
Medapur PDC,389310
Rabod PDC,389310
Jantral PDC,389320
Kanod PDC,389320
Sama PDC,389320
Bakrol PDC,389365
Dhaneshawar PDC,389365
Kanpur PDC,389365
Padhora PDC,389365
Govindi PDC,389002
Sampa PDC,389002
Vallavpur PDC,389002
Baska PDC,389350
Chandrpura PDC,389350
Ghansar Muvadi PDC,389350
Motipura PDC,389350
Tajpura PDC,389350
Vav PDC,389390
Padhiyar PDC,388713
Veganpur PDC,388713
Ladvel PDC,389220
Hardaspur PDC,389230
Kakana Bhesavada PDC,389230
Karanta PDC,389230
Limbodara PDC,389230
Mota Sonela PDC,389230
Sat Talav PDC,389230
Shamna PDC,389230
Bhandoi PDC,389115
Sagawada PDC,389115
Vadodar PDC,389115
Vandeli PDC,389115
Rayanwadia PDC,389360
Vada Talav PDC,389360
Chhavad PDC,389120
Dhamnod PDC,389120
Mojari PDC,389120
Sarsav PDC,389120
Chhogala PDC,389210
Dalwada PDC,389210
Dhandhalpur PDC,389210
Kavali PDC,389210
Shekhpur PDC,389210
Sureli PDC,389210
Bapotia PDC,389370
Talavdi PDC,389370
Dhesia PDC,388270
Undra PDC,388270
Bhalania PDC,389340
Ichhapore PDC,394510
Kachholi PDC,394235
Delasa PDC,394530
Adajan PDC,395009
Kadrama PDC,394540
Koba PDC,394540
Malkapur PDC,585403
Rajgira PDC,585447
Itga PDC,585412
Ghatboral PDC,585418
Joldapka PDC,585413
Kardyal PDC,585413
Alura PDC,585414
Masimadu PDC,585414
Dakulgi PDC,585414
Nandgaon PDC,585329
Ranjol Kheni PDC,585329
Sitalgera PDC,585329
Goundgaon PDC,585416
Sindankera PDC,585330
Chandeshwar PDC,585417
Horandi PDC,585417
Aurad (S) PDC,585226
Bawgi PDC,585226
Budhera PDC,585226
Khasampur PDC,585226
Hunsgera PDC,585353
Muttangi PDC,585227
Nirna PDC,585227
Udamnalli PDC,585227
Chandakapur PDC,585419
Ladwanti PDC,585445
Yelladgundi PDC,585445
Gadlegaon PDC,585437
Hipparga Ghat PDC,585437
Kalkhora PDC,585437
Yeklera PDC,585437
Chimegaon PDC,585443
Yerbagh PDC,585331
Balat (K) PDC,585436
Hikkangutti PDC,586202
Nagathan PDC,586112
Kakhandki PDC,586170
Nagaral PDC,586113
Manankalgi PDC,586204
Bhairwadgi PDC,586203
Bisnal PDC,586203
Dindwar PDC,586203
Donur PDC,586203
Narasalagi PDC,586203
Rabinal PDC,586203
Yalwar PDC,586203
Honaganhalli PDC,586108
Yatnal PDC,586104
Katakanhalli PDC,586108
Darga (Vijayapura) PDC,586103
Hattalli PDC,586205
Umaraj PDC,586205
Kadlewad (PA) PDC,586206
Kumshi PDC,586206
Harnal PDC,586115
Satihal PDC,586115
Padekanur PDC,586116
Vanahalli PDC,586116
Bhatgunki PDC,586207
Channegaon PDC,586207
Agasanal PDC,586117
Bablad PDC,586209
Inchageri PDC,586117
Budihal PDC,586208
K Salwadgi PDC,586208
Aski PDC,586118
Madasanal PDC,586119
Tidgundi PDC,586119
Hangargi B O 586210 PDC,586210
Ronihal PDC,586210
Mannur B O KORWAR PDC,586120
Ahirsang PDC,586211
Indi Road PDC,586209
Nimbal PDC,586162
Padnur PDC,586211
Hattarkihal PDC,586122
Hitinhalli PDC,586122
Jammaldinni PDC,586212
Hiremural PDC,586124
Balabatti PDC,586213
Itagi PDC,586213
Golsar PDC,586217
Sangapur Sh PDC,586125
Hadagali PDC,586127
Kaggod PDC,586127
Bandal PDC,586128
Malghan PDC,586128
Balaganur PDC,586214
Bilebhavi PDC,586214
Bommanahalli PDC,586214
Phattepur PDC,586214
Sasanur PDC,586214
Tumbagi PDC,586214
Gornal PDC,586215
Hachyal PDC,586215
Hirerugi PDC,586162
Amargol PDC,586129
Hunakunti PDC,586129
Nebageri PDC,586129
Sarur PDC,586129
Hangargi PDC,586216
Takkalki PDC,586216
Dhanyal PDC,586130
Takkalki PDC,586130
Hallihal PDC,591304
Sankonahatti PDC,591304
Shivayoginagar PDC,591304
Chamakeri PDC,591248
Kohalli PDC,591248
Katral PDC,591303
Krishna Kittur PDC,591303
Tangadi PDC,591303
Ajur PDC,591212
Malabad PDC,591212
Shirur PDC,591212
Tavashi PDC,591212
Suttatti PDC,591230
Jambagi PDC,591232
Masarguppi PDC,591232
Shivanur PDC,591232
Handigund PDC,591235
Itnal PDC,591235
Mahishwadgi PDC,591240
Jugul PDC,591242
Kannal PDC,591265
Faridkhanwadi PDC,591316
Lakhanapur PDC,591211
Kerur PDC,591213
Nasalapur PDC,591213
Saundatti PDC,591213
Kadapur PDC,591247
Chikodi Road PDC,591222
Katakbhavi PDC,591222
Mantur PDC,591222
Nagarmunoli PDC,591222
Hattarwat PDC,591226
Karagaon PDC,591226
Navalihal PDC,591287
Kudchi Town PDC,591311
Chikalwal PDC,591237
Shirguppi PDC,591237
Budihal PDC,591317
Byakud PDC,591317
Nandikurli PDC,591317
Appachiwadi PDC,591241
Kallol PDC,591244
Benachi PDC,581103
Karadigudda PDC,581201
Dharwad Gtc PDC,580007
Kyarakoppa PDC,580007
Managundi PDC,580007
Banagitti Gudihal PDC,580114
Yerikoppa PDC,580114
Bammigatti PDC,581204
Devikoppa PDC,581204
Mukkal PDC,581204
Tambur PDC,581204
Tavarageri PDC,581204
Lokur PDC,581206
Goudageri PDC,581107
Ballarwad PDC,581209
Hallihal PDC,580023
Nulvi PDC,580028
Adaragunchi PDC,580028
Baradwad PDC,581195
Devanur PDC,581113
Hirenarthi PDC,581113
Kamadolli PDC,581113
Belavatgi PDC,582208
Gudisagar PDC,582208
Katnur PDC,580024
Hiregunjal PDC,581117
Jakkali PDC,582111
Kodikoppa PDC,582111
Hebbal PDC,582112
Tarikoppa PDC,582112
Y S Hadagali PDC,582202
Hirewaddatti PDC,582113
Pethalur PDC,582113
Venkatapur PDC,582113
Yaklaspur PDC,582113
Balaganur PDC,582102
Kuradagi PDC,582102
Attikatti PDC,582120
Malvad PDC,582203
Lingdhal PDC,582204
Anturbentur PDC,582205
Shagoti PDC,582205
Lakshmeshwar Court PDC,582116
Chinchali PDC,582117
Neelgund PDC,582117
Bidarahalli PDC,582118
Hammigi PDC,582118
Kalakeri PDC,582118
Nidagundikoppa PDC,582119
Bhairanhatti PDC,582207
Hadli PDC,582207
Raddernagnur PDC,582207
Chicknargund PDC,582207
Mallapur PDC,582209
Chebbi PDC,582120
Shiratti Kuktchery PDC,582120
Sortur PDC,582120
Nagendragad PDC,582211
Sarjapur PDC,582211
Hirewaddarkal PDC,583237
Salbhavi PDC,583237
Ayodhya PDC,583227
Hosahalli PDC,583227
Sangapur PDC,583227
Chickjanthkal PDC,583227
Kesarhatti PDC,583227
Karkihalli PDC,583228
Kunikera PDC,583228
Kunkanpalli PDC,583228
Gudadurkal PDC,583281
Chickmendinhal PDC,583283
Gouripur PDC,583283
Sulekal PDC,583283
Bevinhal PDC,583229
Mailapur PDC,583229
Budgumpa PDC,583229
Hulkihal PDC,583229
Benkal PDC,583232
Binhal PDC,583232
Somapur PDC,583232
Yerihanchinal PDC,583232
Hirebannigol PDC,583277
Lingadhalli PDC,583277
Talavagera PDC,583277
Hirearlihalli PDC,583277
Menedal PDC,583279
Kallur PDC,583236
Malaksamudra PDC,583236
Akkatangerhal PDC,591101
Madwal PDC,591101
Bhartesh Gurukul PDC,591305
Badigwad PDC,591306
Karnataka Health Institute PDC,591306
Zangatihal PDC,591306
Hattialur PDC,591107
Avargol PDC,591309
Madihali PDC,591309
Yelimanoli PDC,591309
Fulgaddi PDC,591224
Hunshyal P G  Cross PDC,591224
Naganur PDC,591224
Koninkeri PDC,591225
Mattiwade PDC,591225
Gosbal PDC,591227
Mannikeri PDC,591227
Nandgaon PDC,591231
Venkatapur PDC,591310
Arabhavifarm PDC,591218
Ghataprabha SF PDC,591218
Nallanatti PDC,591218
Kemmankol PDC,591233
Munyal PDC,591312
Basapur PDC,591122
Sankeshwar Bazar PDC,591314
Gutagaddi PDC,591243
Hanchinal PDC,591243
Yaragudri PDC,591136
Anoor PDC,585301
Bhoganhalli PDC,585301
Chincholi PDC,585301
Diksanga PDC,585301
Hire Jewargi PDC,585301
Hiregour PDC,585301
Mallabad PDC,585301
Nandargi PDC,585301
Soan PDC,585301
Khanapur PDC,585302
Koralli PDC,585302
Munalli PDC,585302
Padsavalagi PDC,585302
Sakkarga PDC,585302
Malla B PDC,585303
Gadilingadahalli PDC,585306
Khanapur PDC,585306
Rustumpur PDC,585306
Salgarbasanthpur PDC,585306
Degalmadi PDC,585307
Basavapattan PDC,585308
Sirnoor PDC,585308
Tilgool PDC,585308
Keriambalga PDC,585104
Syed Chincholi PDC,585104
Khandal PDC,585102
Srinivasa Saradagi PDC,585102
Hullur PDC,585212
Bhairamadgi PDC,585265
Bidnoor PDC,585265
Chinamgera PDC,585265
Ballundagi PDC,585310
Bilwar PDC,585310
Gudur PDC,585310
Ijeri PDC,585310
Mudbal B PDC,585310
Muthkod PDC,585310
Gola B PDC,585311
Gotur PDC,585312
Hebbal PDC,585312
Chandankera PDC,585313
Kinnisadak PDC,585313
Sonth PDC,585313
Jamaga R PDC,585314
Hireaurad PDC,585316
Kurikota PDC,585316
Hosurwadi PDC,585217
Shivoor PDC,585217
Bennisiroor PDC,585236
Hadalagi PDC,585236
Madan Hipparga PDC,585236
Yelsangi PDC,585236
Arankallur PDC,585322
Kalhipparga PDC,585322
Tadkal PDC,585322
Gola K PDC,585228
Hirenandur PDC,585228
Gudur PDC,585213
Gadikeshwar PDC,585324
Mogha PDC,585324
Rummangud PDC,585324
Kachapur PDC,585325
Konasirsagi PDC,585325
Malli PDC,585325
Sumbad PDC,585325
Maddarki PDC,585287
Diggaon PDC,585211
Margol PDC,585211
Yergal PDC,585211
Balbatti PDC,585309
Budur PDC,585214
Chandarki PDC,585214
Manikgiri PDC,585214
Medak PDC,585214
Yadlapur PDC,585214
Benchigaddi PDC,585215
Malagatti PDC,585216
Bardevanal PDC,585237
Hagaratgi PDC,585237
Joganbhavi PDC,585237
Aldal PDC,585290
Devapur PDC,585290
Peth Ammapur PDC,585224
Madkol PDC,585210
Karanagi PDC,585315
Gundagurthi PDC,585317
Pethsiroor PDC,585317
Devanur PDC,585318
Dugnoor PDC,585318
Balkal PDC,585319
Kurkunda PDC,585319
Keroli PDC,585320
Minaspur PDC,585321
Yelhar PDC,585321
Badiyal PDC,585221
Balched PDC,585221
Killankera PDC,585221
Ranjol PDC,585222
Udgi PDC,585222
Vasavadatta C F PDC,585222
Aikur PDC,585223
Sirwal PDC,585223
Bendebembli PDC,585355
Rotnadagi PDC,585355
Joldhadgi PDC,585355
Halkatta PDC,585225
Kundanoor PDC,585225
Arkera B PDC,585202
Kavalur PDC,585202
Mundarga PDC,585202
Thanagundi PDC,585202
Devagiri PDC,581110
Haveri V N PDC,581110
Kalvekallapur PDC,581101
Akkialur Bazar PDC,581102
Shadaguppi PDC,581102
Halebankapur PDC,581202
Hullatti PDC,581203
Yalawatti PDC,581203
Mallur PDC,581106
Shidenur PDC,581106
Hosur PDC,581193
Konanakeri PDC,581193
Havanur PDC,581108
Antravalli PDC,581208
Benakankonda PDC,581208
Kusagur PDC,581208
Nesvi PDC,581208
Hirur PDC,581104
Konanakoppa PDC,581104
Kopparshikoppa PDC,581104
Sammasagi PDC,581104
Aladgeri PDC,581109
Aralikatti PDC,581109
Muttur PDC,581109
Suttakoti PDC,581109
Channalli` PDC,581111
Tavaragi PDC,581111
Attigeri PDC,581126
Basanal PDC,581126
Hiremugadur PDC,581112
Nadiharalalli PDC,581123
Hiremorab PDC,581210
Medur PDC,581210
Airani PDC,581115
Budapanahalli PDC,581115
Devaragudda PDC,581115
Hanumanamatti PDC,581115
Honnatti PDC,581115
Magod PDC,581115
Kadur PDC,581116
Shiragambi PDC,581116
Hirehullal PDC,581148
Neregal PDC,581148
Hesarur PDC,581237
Shirabadagi PDC,581118
Siddapur PDC,581237
Teggihalli PDC,581118
Yalivigi PDC,581118
Mugali PDC,581205
Attikatti PDC,581120
Hirekabbar PDC,581119
Alalageri PDC,581198
Gundenhalli PDC,581198
Agsur PDC,581314
Dongri PDC,581314
Halvalli PDC,581314
Kalleswar PDC,581314
Shirkuli PDC,581314
Todur Camp PDC,581324
Shirwad PDC,581306
Basgod PDC,581353
Hadav PDC,581353
Hichkad PDC,581353
Kodsani PDC,581357
Shirur PDC,581357
Vasarkudrige PDC,581357
Aggargon PDC,581319
Gorte PDC,581320
Konar PDC,581320
Marukeri PDC,581320
Mavinkurve PDC,581320
Santeguli PDC,581323
Sanikatta PDC,581326
Hubbangeri PDC,581351
Lukkeri PDC,581330
Kalbag PDC,581332
Kujalli PDC,581332
Urkeri PDC,581332
Betkuli PDC,581333
Brahmur PDC,581333
Herangadi PDC,581334
Jalavalli PDC,581334
Samsi PDC,581334
Upponi PDC,581334
Kekkar PDC,581338
Hosapattan PDC,581342
Kallabbe PDC,581362
Katgal PDC,581362
Manaki PDC,581362
Andle PDC,581344
Hillur PDC,581344
Mogta PDC,581344
Manki Banasale PDC,581348
Antravalli PDC,581440
Gowdhan Bhavi PDC,584138
Gopalpura PDC,584111
Jeerbandi PDC,584111
Joldhadgi PDC,584111
Nagoli PDC,584111
Budiwal Camp PDC,584167
Hireraikumpi PDC,584113
Madarkal PDC,584113
Bichal PDC,584140
Devarabhupur PDC,584139
Hutti Village PDC,584115
Vandli PDC,584115
Chinchodi PDC,584116
Galag PDC,584116
Gandhal PDC,584116
Sunnadakal PDC,584116
Chickkotnakal PDC,584143
Gonwar PDC,584143
Kharabdinni PDC,584143
Ramatnal PDC,584143
Yapalparvi PDC,584143
Machanur PDC,584118
Amingad PDC,584120
Hirehanagi PDC,584120
Toranadinni PDC,584120
Sunkeshwar PDC,584203
Ankasdoddi PDC,584122
Kalapur PDC,584122
Aldhal PDC,584123
Byagawat PDC,584123
Kardigudda PDC,584123
Madlapur PDC,584123
Hampanahal PDC,584124
Nagarabenchi PDC,584124
Jookur PDC,584202
Amdhihal PDC,584125
Ashihal PDC,584125
Kansavi PDC,584125
Upparnandihal PDC,584125
Hadagali PDC,584125
Kuruvapur PDC,584102
Askihal PDC,584104
Dinni PDC,584104
Gonwatla PDC,584127
Nawli PDC,584127
Yadlapur PDC,584170
Arlihalli PDC,584128
Badarli PDC,584128
Hediginahal PDC,584128
Roudkunda PDC,584128
Sindhanur Camp PDC,584128
Valaballary PDC,584128
Heera PDC,584129
Jambaladinni PDC,584129
Korthakunda PDC,584135
Kudlur PDC,584135
Chicksugur PDC,584134
Gonhal PDC,584134
Jagir Venkatapur PDC,584134
Kamalapur PDC,584133
Manjerla PDC,584133
Narur PDC,581318
Alvalli PDC,581322
Dodmane PDC,581322
Sovinkoppa PDC,581322
Jange PDC,581329
Kesrolli PDC,581329
Murakwada PDC,581329
Yedoga PDC,581329
Nilkund PDC,581331
Mathadeval PDC,581336
Mensi PDC,581336
Vanalli PDC,581336
Bare PDC,581337
Mavinmane PDC,581337
Telangeri PDC,581337
Nagoda PDC,581186
Sampagod PDC,581340
Thyagli PDC,581340
Hosalli PDC,581412
Madnoor PDC,581412
Kalasai PDC,581187
Dharma Colony PDC,581346
Hittlalli PDC,581347
Ummachgi PDC,581347
Andalgi PDC,581349
Chavadalli PDC,581349
Hungund PDC,581349
Tudguni PDC,581450
Urtota PDC,581450
Kulve PDC,581403
Benagaon PDC,581403
Gadihalli PDC,581403
Adukatta PDC,581355
Bidrakan PDC,581355
Nejjur PDC,581355
Ravindranagar PDC,581355
Siddapurcourts PDC,581355
Maratikoppa PDC,581401
Bhirumbe PDC,581402
Bommanalli PDC,581402
Aralwada PDC,581356
Kusur PDC,581411
Andagi PDC,581358
Bankanal PDC,581358
Hebbatti PDC,581358
Balgimane PDC,581359
Hunshettikoppa PDC,581359
Sahasralli PDC,581359
Anur PDC,577101
Indavara PDC,577101
Gadihalli PDC,577547
Hosahalli PDC,577113
Kenjige PDC,577113
Kottigehara PDC,577113
Balliganur PDC,577116
Hogarehalli PDC,577116
Kadurhalli PDC,577548
Saraswathipura PDC,577548
Belavadi PDC,577146
Eshwarahalli PDC,577146
S  Bidare PDC,577146
Sindigere PDC,577146
Kallathipura PDC,577129
Bogase PDC,577130
Jakkanahalli PDC,577130
Bettadamane PDC,577132
Gonibeedu PDC,577132
Jogannakere PDC,577132
Kirugunda PDC,577132
Nandipura PDC,577132
K R  Pete(Bigganahalli) PDC,577133
Maravanji PDC,577182
Bidre PDC,577136
Togarihankal PDC,577137
Asandi PDC,577550
Pillenahalli PDC,577168
Bhandigadi PDC,577126
Gunavanthe PDC,577126
Kachakalli PDC,577126
Uttameshwara PDC,577126
K Kelagur PDC,577179
Hiregadde PDC,577117
Bomlapura PDC,577120
Bellur PDC,577127
Gubgal PDC,577160
Madabur PDC,577134
Shettykoppa PDC,577134
Gopala PDC,577144
Gandaghatta PDC,577139
Doranalu PDC,577228
Hadikere PDC,577228
Ajaib PDC,124111
Bharan PDC,124111
Kharkhara PDC,124111
Achhej PDC,124106
Birohar PDC,124106
Chhuchhakwas PDC,124106
Sehlenga PDC,124106
Bhaini Chanderpal PDC,124112
Farmana PDC,124112
Bahu Akbarpur PDC,124022
Bhadani PDC,124104
Jnv Kiloi PDC,124104
Khungai PDC,124104
Surha PDC,124104
Marodi Jatan PDC,124010
Gaddi Kheri PDC,124010
Dobh PDC,124010
Ladain PDC,124146
Kahni PDC,124303
Basantpur PDC,124303
Kakroi PDC,131001
Delhi Road PDC,131001
RATTANGARH PDC,131001
Joshi Chauhan B O PDC,131021
Chhapra PDC,131304
Giwana PDC,131409
Katwal PDC,131409
Salimsar Majra PDC,131022
Nuran Khera PDC,131302
Bhagan PDC,131039
Ghasauli PDC,131101
Kheri Gujjar PDC,131101
Panchi Gujjaran PDC,131101
Bidhal PDC,131301
Kathura Block PDC,131301
Lath PDC,131301
Madina PDC,131301
Moi Hooda PDC,131301
